bugId,effectiveness,text,keywords
27977,1,drag drop threshold region calcul properli window implement swt correctli identifi threshold region area surround mous cursor movement initi drag drop oper becaus threshold detect code expect screen coordin mous event client coordin fix ad line org eclips swt widget control java ve test work os client screen handl pt,detect code expect screen coordin mous event client coordin fix swt control
28035,1,callback behavior window mac combo widget attach test class window org eclips swt widget combo set text string fire modifi text callback regist modifi listen callback occur mac osx,behavior window mac combo
28062,1,text field dialog doesn focu build linux gtk ibm jre modifi file local project share cv server team synchron select file context menu choos commit note focu text part dialog,field dialog doesn focu build modifi file local server select file context menu commit focu text
28132,1,repaint cheez editor bottom corner ve notic home work win xp instal latest integr build open eclips workbench open editor browser internet explor overtop workbench move browser bottom corner editor scroll bar meet partial expos result horizont line left bottom editor box border top browser true horizont browser edg vertic,cheez bottom win instal internet overtop bottom scroll bar expos result horizont line left bottom border top horizont
28382,1,extra separ line drawn emul cool bar cool item emul cool bar displai separ line left hand edg true cool bar lock behavior match nativ feel window macosx,cool item emul cool bar separ line left hand
28514,1,charact posit select unselect text rang select text java editor observ charact jump redraw problem round error introduc convert cg coordin swt integ coordin perform increment line updat,rang select java charact redraw round error introduc convert cg coordin swt coordin perform increment updat
28524,8,inconsist behaviour tab password field open dialog creat cv repositori connect type password hit tab window tab field mac tab enter charact password field,creat type window tab charact
28535,1,rectangl pensiz draw wrong posit run snippet observ rectangl antialias shouldn import org eclips swt swt import org eclips swt event import org eclips swt graphic gc import org eclips swt layout fill layout import org eclips swt widget public class stroke rect test public static void main string arg displai displai displai shell shell shell displai shell set layout fill layout final canva canva canva shell swt null canva add paint listen paint listen public void paint control paint event event gc event gc int int set line width math min draw rectangl shell set size shell open shell dispos displai read dispatch displai sleep displai dispos,rectangl pensiz draw posit run snippet observ rectangl antialias import eclips swt import import eclips swt graphic gc import swt layout import eclips swt stroke rect string set layout fill shell paint paint listen control paint gc event gc set line math draw rectangl dispos displai
28589,1,red hat default inform control hang workbench default inform control tooltip tabl item work flawlessli window flawlessli gtk work great view editor dialog includ tabl tooltip item tabl tooltip grab focu tip visibl rid kill eclips process attach file default inform control abstract hover inform control manag achiev,red control inform tabl flawlessli window flawlessli gtk tabl item tooltip focu tip visibl process file control hover control manag achiev
28658,1,perspect context menu perspect bar bring context menu perspect bar left work close perspect window menu,bring context menu bar left
28684,1,drop arrow hard hit bring drop menu toolbar action difficult becaus hit arrow activ arrow arrow,drop toolbar hit arrow
28719,1,scroll editor live open editor click scrollbar button mous button press scrollbar thumb reach end scrollbar observ editor content doesn scroll releas mous button,scroll click scrollbar mous scrollbar thumb observ doesn releas mous button
28743,1,test hiearchi freez eclips unit run pde junit test hierarchi test junit view fast view open view press tab froze forev long bother wait kill,hierarchi view view view press forev long kill
28745,1,esc cancel tracker gtk press esc cancel drag drop window,esc cancel tracker gtk cancel window
28800,1,switch activ perspect doesn set focu view cmd switch view activ session doesn set input focu view result keyboard command process cmd reproduc open perspect restart eclips press cmd switch perspect perspect displai press cmd result,set focu view switch input focu result keyboard process eclips press displai press
28812,1,mous cursor arrow hover hyperlink indentifi bug occur instal featur press ctrl move mous java indentifi activ hyperlink mous cursor text caret hand expect releas ctrl kei mous cursor arrow back text caret expect arrow persist insid editor close bug reproduc bug situat figur caus trivial bug peopl simpli annoi avoid otherwis cool hyperlink featur,ctrl mous cursor text caret
28833,1,eclips longer respond appl event regress eclips longer respond appl event shutdown mac os eclips run halt mac osx dock open context menu eclips app select,eclips appl event os eclips run
28967,2,editor mgmt close button editor editor drop activ,mgmt close
29142,3,hyperlink stackdump lock eclips hyperlink featur consol consol view move mous pointer turn link click link eclips return kill eclips,lock mous pointer return eclips
29198,1,difficult charact case cach input incorrect case charact cv repositori path defin subsiqu imposs enter correct path becaus eclips insist insert incorrect field type incorrect charact replac charact immediatli revert back incorrect charact cursor thrown end field end manag work manual edit file org eclips team cv core cv state inconveni,charact eclips charact charact end field end edit file inconveni
29208,1,gtk directori dialog behav file dialog easi null result directori select file hasn spuriou file relat widget inappropri,gtk directori dialog behav dialog
29252,1,acceler disabl toolbar menu gtk toolbar menu disabl ui due ui block oper run acceler activ step open java editor save ctrl menu toolbar disabl hit ctrl build menu bar disabl servic ui accept event,acceler menu gtk
29332,1,gc produc gc creat graphic context call gc custom composit widget work mac os draw newli creat gc show effect draw line work code work fine win linux bug,graphic context gc custom work mac os draw gc show
29387,1,line tabl gtk line displai tabl gtk,displai tabl gtk
29427,1,dbc input dbc charact search dialog report tiffani languag korean simplfi chines tradit chines build driver eclips sdk linux motif os red hat jdk ver ibm jdk sr test case search dbc text summari dbc input dbc charact search dialog descript step recreat problem launch workbench motif build creat java project step step creat file project step step enter dbc text file click search button toolbar launch search dialog press file search tab text field input dbc charact error step input dbc charact text field expect result dbc charact input text field successfulli,charact search dialog tiffani simplfi tradit chines driver eclips linux motif os red jdk text search descript motif creat step creat step step text file search search press search field charact field expect result charact field
29486,1,kei stronger filter kei cap lock scroll lock caus garbag charact enter style text widget buffer filter photon control kei map swt world,cap lock scroll lock enter buffer
29496,1,cut past work dialog text field cut past work editor text field dialog box work prior work hit shortcut command menu flash cut past occur,hit command
29503,1,dbc sort click descript task view tester richmond languag korean simplfi chines tradit chines build driver os red hat gtk jdk ver ibm jdk sr test case summari dbc sort click descript task view descript step recreat problem menu bar click window show view task open task view click task view select task panel task popup input dbc charact field descript click repeat step time click titl descript task view sort task error task sort gtk build click titl resourc folder locat task sort expect result task sort,click descript view click descript view descript click view click view descript click click descript view click
29534,1,overrid default behavior kei write termin emul applic emul termin function kei valid kei stroke includ overrid default behavior kei termin applic run properli special kei sequenc ctrl esc default behavior overridden becaus valid user input termin attach previou discuss steve northov agre case pleas enter bugzilla report case avoid don problem kind special kei sequenc platform magic thing work window ctrl esc list oper system releas document continu discuss bug report pleas past text,kei termin function kei kei kei applic properli kei sequenc default previou discuss pleas case don kind kei system releas pleas past
29546,1,project rebuild write class file class directori full file pre ship class file live tree addit file make work deselect project clean output folder set project clean output file rebuild perform step reproduc ll basic creat project class make test directori subdir class otherpackag put dummi fred class file otherpackag directori text file realiti doesn matter eclips creat project project content test directori step brows class directori default output dir error project problem encount delet resourc bogu bug workaround project properti java compil click project set tab deselect clean output folder isn good english clean output folder click appli rebuild project properti creat class main java main method build great menu bar click project rebuild error class file written order workaround manual delet class file refresh project rebuild lot troubl great clean class file relev project sourc leav rest class directori compil class file exist basic fix clean output folder checkbox broken,pre tree perform creat test test default error problem encount delet deselect java error order delet troubl relev leav
29599,7,dbc upper bar charact pad driver platform red hat ja jp euc jp local step set swt manual pleas refer copi japanes properti file attach run hoverhelp fileview controlexampl string upper bar pad occur motif,charact platform ja jp euc jp run fileview
29607,5,cell editor usabl combo box cell editor unus gtk select comboboxcelleditor gtk expand expand hide list affect task list java editor hover pref page,combo unus select comboboxcelleditor list task list pref
29685,1,dbc candid select window disappear dbc composit driver platform red hat local ja jp euc jp im kinput canna step launch swt text editor dbc input mode shift space kei input hit space kei candid select window shown disapp user select dbc word motif version problem,candid window platform red jp euc jp im step swt text space kei kei candid window user
29730,1,row layout comput size wrong paramet layout vertic sourc code org eclips swt layout row layout comput size call layout vertic paramet height hint hint protect point comput size composit composit int hint int hint boolean flush cach point extent type swt horizont extent layout horizont composit fals hint swt default wrap hint flush cach els extent layout vertic composit fals hint swt default wrap hint flush cach hint swt default extent hint hint swt default extent hint return extent present sourc recent build fri jan,row layout size paramet layout vertic
29765,1,bidi tool tiptext left read order win arab local set default local build eclips sdk win zip swt compon creat button swt left extend style put tool tip text mix arab english text tool tip text rigth left read order,bidi tool tiptext left read order win default build win
29786,1,bidi keyborad left arrow move focu tab rtl orient tab folder opposit direct bidi keyboard move focu tab horizont rtl orient tab folder left arrow caus move direct arrow left direct,keyborad left move focu rtl folder opposit direct move focu tab rtl orient tab folder move direct arrow
29787,1,bidi problem keyboard left arrow expand collaps rtl orient tabl tree bidi keybord expand collaps rtl orient tabl tree left arrow caus event visual opposit direct tabl tree expand collaps,bidi problem rtl tabl tree bidi tabl left arrow opposit tabl expand collaps
29788,1,bidi rtl orient tracker wrong behavior bidi behavior rtl orient tracker move resiz cursor posit wrong,rtl orient rtl move resiz cursor
29837,1,contribut combo control show gtk toolbar work fine win motif creat combo control toolbar extend control contribut creat control content label combo editor multi page editor action bar contributor add control platform toolbar work great window work pretti motif combo properli vertic center motif linux gtk blank space big hold label combo displai problem show gtk run red hat basic instal os config jdk copi offend code import org eclips jface action control contribut import org eclips swt swt import org eclips swt layout grid data import org eclips swt layout grid layout import org eclips swt widget combo import org eclips swt widget composit import org eclips swt widget control import org eclips swt widget label import org eclips swt widget tool bar import org eclips ui editor part public class zoom combo action extend control contribut public static final string fit screen fit privat string zoom string fit screen privat label label privat combo zoom combo null public zoom combo action super zoom combo action public void set enabl boolean enabl label null label set enabl enabl zoom combo set enabl enabl protect control creat control composit parent composit wrapper composit parent swt grid layout layout grid layout layout num column layout margin height wrapper set layout layout label label wrapper swt label set text zoom zoom combo combo wrapper swt drop swt border grid data gd grid data grid data fill horizont zoom combo set layout data gd zoom combo set text limit zoom combo set item zoom return wrapper,control show gtk motif control extend control creat bar add platform window motif motif linux gtk space big hold combo displai problem gtk red basic os jdk code eclips swt import swt import swt widget composit swt widget control import import widget extend control fit fit string fit label combo action action set enabl boolean enabl set enabl enabl set enabl protect control control composit composit composit set label swt label text zoom zoom drop swt gd set
29887,1,gtk class browser initi add type add task dialog build linux gtk class browser tree viewer folder list viewer class add type add task dialog empti dialog displai select jar file drop list displai browser jar file select select browser initi content jar file select default,gtk add linux gtk list add type add empti displai select displai select content select
29910,1,checkbox displai tabl scroll code show problem checkbox show tabl scroll issu tabl editor set shell open tabl doesn valid bound tabl final show cell editor resiz correct bound tabl caus show observ problem start code checkbox scroll bar click releas bug ad ll show code import org eclips swt swt import org eclips swt custom tabl editor import org eclips swt widget button import org eclips swt widget displai import org eclips swt widget shell import org eclips swt widget tabl import org eclips swt widget tabl column import org eclips swt widget tabl item public class tabl editor test privat static int num row public static void main string arg displai displai displai shell shell shell displai tabl tabl tabl shell swt border swt multi tabl set bound tabl set line visibl true tabl column tabl swt set width tabl column tabl swt set width tabl column tabl swt set width int num row tabl item item tabl item tabl swt item set text string tabl item item tabl item int item length tabl editor editor tabl editor tabl button check button tabl swt check check set background tabl background editor set editor check item editor grab horizont true shell open shell dispos displai read dispatch displai sleep displai dispos,tabl tabl scroll issu shell open tabl bound bound tabl caus scroll eclips swt swt import tabl editor swt button import shell swt tabl eclips widget swt editor displai shell tabl border tabl set set width swt tabl tabl editor editor tabl editor button button tabl check set background background set editor grab shell dispatch
30212,1,read text widget copi select appl read text widget eclips properti view popup node debugg work discuss sn text run handl kei event case,read text eclips text
30273,1,kei bind dbc funtion kei work linux gtk report amanda lee languag korean simplfi chines tradit chines build driver linux gtk os red hat jdk ver ibm jdk sr test case summari dbc funtion kei work linux gtk descript step recreat problem open eclips press function kei error respond press shift error pop resourc tab eclips session blink displai expect result kei bind work correctli,press pop tab blink
30537,1,set select item work gtk eclips gtk open editor open editor dropdown ctrl shift click dropdown select select note file select verifi stabl build function work code call set select item org eclips ui workbench editor list select action run issu gtk verifi gtk updat linux machin,select gtk gtk select select select select select gtk
30570,1,dbc gb input gb charact run argument caus eclips motif crash bug input gb charact run argument caus eclips motif crash languag simplifi chines testcas build driver stabl build motif os red hat jre version ibm build cxia jit enabl jitc ibm build cxia jit enabl jitc summari begin run java class input gb charact project argument eclips crash step recreat problem creat project build correctli click menu run run run window show select argument tab input gb charact program argument click run button run class error step wake im input gb charact eclips crash shown run crash jpg expect result run project correctli comment gb program argument correctli eclips gtk build function,charact motif input charact motif languag stabl os enabl build begin java charact recreat creat click show select argument charact argument click button run error step im input result run comment argument function
30804,1,dcr grid layout treat width height hint minumum size grab fill grid layout manag treat width height hint minumum width fill grab cell doesn treat maximum width make hard design dialog open smaller screen shell tree label tree layout manag grid layout manag width hint tree make fill grab open dialog resiz make larger tree enlarg make dialog small tree clip open dialog smaller screen tree clip begin,dcr treat width height hint minumum size grab fill
30854,1,encod dbc encod prefer caus core dump motif languag japanes build driver eclips sdk linux motif os red hat jdk ver ibm jdk sr summari dbc encod prefer caus core dump motif step recreat problem launch workbench motif build red hat jp creat simpl project import build xml file open prefer window prefer select workbench editor select test file encod select utf click open buildjp xml edit save close file open prefer encod default euc jp workbench editor click error step workbench core dump expect result reset encod successfulli core dump,languag build linux motif os jdk jdk encod prefer core motif recreat motif build jp creat simpl import build prefer window prefer select editor select test encod select utf click buildjp edit
30905,1,add menu set redraw boolean api window workbench remov number menu item add number menu item caus menu bar flash lot hack menu class set redraw boolean method elimin flash api import feel workbench fix,menu set boolean remov menu add number menu menu flash hack set redraw flash
30924,1,style text style rang hash code throw null pointer implement style rang hash code method assum object foreground background color bad assumpt put style rang foreground background color java util set null pointer thrown,style text style rang hash code
30968,1,dcr combo swt simpl implement gtk open control switch combo style drop simpl style support combobox locat modifi bizarr,dcr combo swt simpl gtk
30983,1,acc switch tab keyboard major access issu eclips open control focu tab folder press tab arrow space enter switch tab folder problem tab folder eat arrow kei lose focu focu tab folder eclips prefer debug launch histori switch tab work window,acc switch major focu press arrow space enter switch tab folder problem arrow lose focu histori window
31066,1,button widget support imag transpar color,widget transpar
31187,1,select mous drag kilter run mac osx eclips sdk macosx carbon zip creat plugin default attempt edit file plugin xml select line mous fun select area align mous posit,mous kilter run eclips carbon default
31267,1,label text box wrong order win select static method choos move method wizard thatb open enter letter error shown mous drag lower corner top dialog smallest size whit mous button press make size larg label text field swap locat,text select open enter error top size size text locat
31566,1,font data equal hashcod method height fontdata check height logfont height attribut equat fontdata hashcod,method height fontdata check height logfont
31568,2,tabl layout composit tabl show item don mix test case item reveal import org eclips swt import org eclips swt layout import org eclips swt widget import org eclips jface viewer column weight data import org eclips jdt intern ui util tabl layout composit public class privat static final int row count public static void main string arg displai displai displai shell shell shell displai shell set layout grid layout tabl layout composit layout tabl layout composit shell swt layout add column data column weight data true layout add column data column weight data true tabl tabl tabl layout swt multi swt border swt full select swt check grid data gd grid data grid data fill horizont grid data vertic align begin gd height hint tabl header height tabl grid line width tabl item height row count layout set layout data gd tabl column column tabl column tabl swt column set text column tabl column column tabl column tabl swt column set text column tabl set header visibl true tabl set line visibl true tabl item item tabl item int item length tabl item item tabl item tabl swt item set text string item item item tabl show item item shell set size shell open shell dispos displai read dispatch displai sleep displai dispos,show item test case item import swt import swt import eclips import jface column import intern layout class final count string displai displai layout composit layout swt column add tabl swt multi swt swt full check gd header height width item height count layout tabl column column swt column text column column column tabl column text column tabl set header line item length tabl item swt text string item item tabl show size dispos dispos
31627,1,dbc perspect caus core dump ad dbc project workspac languag japanes build driver eclips sdk linux gtk os red hat japanes local ja jp euc jp gtk jdk ver ibm jdk sr summari dbc perspect caus core dump ad dbc project workspac descript step recreat problem creat project dbc charact click project select team share project select cv repositori select project modul finish select project synchon view click project select add version control click project select commit click project select delet select delet content workspac folder perspect cv perspect expand repositori head click dbc project select check project click resourc perspect icon shortcut bar error step workbench core dump pleas refer attach cv defect zip expect result perspect successfulli core dump,caus core workspac gtk os red japanes ja jp jp gtk ver caus workspac descript step problem charact share synchon click add control commit content workspac select check icon core pleas attach expect result successfulli core
31685,1,eclips platform lose focu background window jdk eclips build step detail caus eclips background relinquish foreground visibl applic top open eclips top someoth applic open java file java perspect valid function block insid method type string wait code assit invok mous select singl click method char close eclips platform focu code assist fine sourc problem wait hoover show javadoc method code assit mous click hoover javadoc applic step foreground eclips background problem perspect problem code assist string eclips attempt launch web browser show javadoc doesn scott,eclips platform lose focu jdk build visibl applic top open top applic open java valid function insid method code invok select close eclips code sourc problem wait show code step foreground problem code web show doesn
31823,1,click partial obscur tab scroll view build commonli visibl editor tab partial obscur scroll arrow make close box inaccess context menu close editor tab obscur prefer solut pr mark wontfix singl click tab scroll reveal fulli,tab obscur prefer pr mark click tab scroll
31941,1,gtk progress bar set fraction crash creat class latest debian gtk crux theme creat class empti project eclips linux gtk crash assert violat messag theme engin crux debian unstabl gtk engin crux unknown critic file crux draw line draw box assert width fail unknown critic file crux pixmap line eazel engin imag render assert width fail eclips crash log messag attach report awesom product,gtk progress bar fraction creat gtk
31946,1,move cool bar item leav temporari chees start eclips move cool bar item observ drag coolbar item leav temporari chees clear releas mous,move bar item leav temporari
31950,1,style text shift broken style text control style text assum rememb horizont locat cursor user press arrow kei great gener navig rememb locat forgotten select text keyboard style text show platform behavior step scenario includ blank line string caret abc end scenario caret locat press kei shift expect blank line select blank line begin line cach locat select,blank line line cach locat select
32006,1,save dialog doesn remov titl string add java doc document jar build path project prompt dialog box select java doc locat titl dialog box select java doc locat artifact mac os glitch ss,titl add path dialog titl dialog java os glitch
32122,6,insert line file code templat regress failur edit templat java file java code gener code comment code java file insert blank line whilst edit button highlight result press return button press line function broken default button respond return charact,result
32286,1,control button tab style reset button orient problem descript button control swt control swt arrow button swt border properti select deselect arrow align properti arrow button reset step reproduc ensur eclips run instal plug start eclips accept configur default window show view select swt control swt swt control view expand view neccesari click button tab pane select swt arrow style group button arrow button pointng select align align group arrow button orient select deselect swt border style group arrow orient back select orient arrow de select swt border note arrow orient found os hp ux eclips build id plugin,button arrow button select align align group
32482,3,support button mac os support kei,mac os kei
32683,1,arrow button displai run control select button tab select style swt arrow allign notic arrow point,select button select style swt arrow arrow point
32770,1,java applic launch shortcut error doesn user open java file main method select resourc base view debug view click debug java applic dialog launch fail main type found track resourc select extern tool track select variabl expans fact combin singl mechan improv qualiti error messag messag user hint fix problem case select resourc messag launch fail file main type select,java applic error open debug applic tool variabl combin error
32772,2,hold step kei osx hold continu step effect mac osx step andr limiti osx function kei repeat,kei mac kei
32828,1,loss modal context thread suspend debug view refresh eclips modal creat compil unit public class test line breakpoint public static void main string arg int conditionn breakpoint public static void foo system println test set foo return condit breakpoint launch program debug mode program run open properti page breakpoint wait thread stop thread stop eclips modal breakpoint properti page open main window enabl action perform reopen breakpoint properti page,thread modal creat line conditionn println set return stop thread modal window perform reopen page
32855,1,coolbar unnecessari flash remov add item rc run attach test case press delet add button remov coolitem add coolitem end notic coolitem delet ad item eras redrawn caus unnecessari flash appar eclips note test case includ delai illustr point delai flash,coolbar
32856,3,cell editor type properti field properti sheet scroll properli enter longer column size scroll type org eclips longtestcas abcd type scroll don type win xp gtk scroll correctli,type field size type abcd type scroll don type correctli
33017,1,vm crash press enter tabl cell editor rc unit setup select assert assert equal string messag doubl expect doubl doubl delta activ cell editor row column press enter java version java tm runtim environ standard edit build java hot spot tm client vm build mix mode gtk log file gener,enter tabl setup select assert doubl expect doubl activ enter edit spot client build mode gtk
33022,1,npe font dialog invok font dialog eclips combo add western attach npe,font dialog eclips combo add western
33046,1,dbc type read text rc window prefer workbench font page click bottom descript text area type typic english text shown good type byte chines charact shown bad stand specif text obscur set style bit,window prefer font page click bottom descript typic type obscur
33057,1,rc caret editor ve start rc text editor java editor longer show caret insert point solari thing fine win caret dialog box find dialog prefer set worong,caret text show caret point thing caret set worong
33068,1,junit label set align implement fail test org eclips swt widget label test set align junit framework assert fail error expect junit framework assert fail assert java junit framework assert fail equal assert java junit framework assert assert equal assert java junit framework assert assert equal assert java junit framework assert assert equal assert java org eclips swt test junit test org eclips swt widget label test set align test org eclips swt widget label java org eclips swt test junit test org eclips swt widget label run test test org eclip swt widget label java junit framework test case run bare test case java junit framework test result protect test result java junit framework test result run protect test result java junit framework test result run test result java junit framework test case run test case java junit framework test suit run test test suit java junit framework test suit run test suit java org eclips jdt intern junit runner remot test runner run test remot test runner jav org eclips jdt intern junit runner remot test runner run remot test runner java org eclips jdt intern junit runner remot test runner main remot test runner java java lang reflect method invok nativ method appl buckybal app launch runner run launch runner java appl buckybal app launch runner call main launch runner java appl buckybal app carbon lib app launch carbon lib app java,label set align implement eclips swt widget label set align framework error expect junit framework assert assert junit assert assert assert assert swt eclips align eclips label swt label java bare protect result framework intern eclips intern method buckybal app call buckybal carbon launch carbon
33080,1,junit shell minim return fals shell set miniz true test org eclips swt widget decor test set minim shell minim return fals shell set minim true junit framework assert fail error junit framework assert fail assert java junit framework assert assert true assert java org eclips swt test junit test org eclips swt widget decor test set minim test org eclips swt widget decor java org eclips swt test junit test org eclips swt widget decor run test test org eclips swt widget decor java org eclips swt test junit test org eclips swt widget shell run test test org eclip swt widget shell java junit framework test case run bare test case java junit framework test result protect test result java junit framework test result run protect test result java junit framework test result run test result java junit framework test case run test case java junit framework test suit run test test suit java junit framework test suit run test suit java org eclips jdt intern junit runner remot test runner run test remot test runner jav org eclips jdt intern junit runner remot test runner run remot test runner java org eclips jdt intern junit runner remot test runner main remot test runner java java lang reflect method invok nativ method appl buckybal app launch runner run launch runner java appl buckybal app launch runner call main launch runner java appl buckybal app carbon lib app launch carbon lib app java,shell minim return fals set decor set shell minim return fals shell minim fail framework assert framework assert eclips eclips swt widget decor set minim eclips decor java eclips eclips swt junit eclips framework result result framework result result result framework intern jav intern reflect nativ buckybal app appl buckybal app call carbon carbon
33086,3,junit tab folder set select invalid index leav select unchang test org eclips swt widget tab folder test set select junit framework assert fail error expect lorg eclips swt widget tab item ea lorg eclips swt widget tab item junit framework assert fail assert java org eclips swt test junit swt test case fail equal swt test case java org eclips swt test junit swt test case assert equal swt test case java org eclips swt test junit swt test case assert equal swt test case java org eclips swt test junit test org eclips swt widget tab folder test set select est org eclips swt widget tab folder java org eclips swt test junit test org eclips swt widget tab folder run test test org clips swt widget tab folder java junit framework test case run bare test case java junit framework test result protect test result java junit framework test result run protect test result java junit framework test result run test result java junit framework test case run test case java junit framework test suit run test test suit java junit framework test suit run test suit java junit framework test suit run test test suit java junit framework test suit run test suit java org eclips jdt intern junit runner remot test runner run test remot test runner jav org eclips jdt intern junit runner remot test runner run remot test runner java org eclips jdt intern junit runner remot test runner main remot test runner java java lang reflect method invok nativ method appl buckybal app launch runner run launch runner java appl buckybal app launch runner call main launch runner java appl buckybal app carbon lib app launch carbon lib app java,tab set select invalid index leav select swt widget tab set select framework widget tab item swt widget tab item junit framework assert assert swt swt swt assert java swt assert swt swt widget tab folder select swt widget tab folder swt widget tab clips tab bare junit result result result result result junit framework framework junit framework junit framework intern jav runner runner nativ launch launch buckybal call runner java appl app
33099,1,context menu displai doesn work rc displai view displai action context menu displai action run menu work directli select activ ctrl,doesn action directli select
33119,1,nullpoint dispos tabl column dispos tabl column nullpoint line tabl java tabl model text column imag imag tabl public imag column imag object obj int index return null caus nullpoint return bogu imag problem resolv version,nullpoint tabl dispos imag imag column imag object obj index return caus return
33166,1,junit combo set locat fail test org eclips swt widget control test set locat ii junit framework assert fail error expect point point junit framework assert fail assert java junit framework assert fail equal assert java junit framework assert assert equal assert java junit framework assert assert equal assert java org eclips swt test junit test org eclips swt widget control test set locat ii test org eclips swt widget control java org eclips swt test junit test org eclips swt widget control run test test org ecli pse swt widget control java org eclips swt test junit test org eclips swt widget scrollabl run test test org clips swt widget scrollabl java org eclips swt test junit test org eclips swt widget composit run test test org eclips swt widget composit java org eclips swt test junit test org eclips swt widget combo run test test org ecli pse swt widget combo java junit framework test case run bare test case java junit framework test result protect test result java junit framework test result run protect test result java junit framework test result run test result java junit framework test case run test case java junit framework test suit run test test suit java junit framework test suit run test suit java junit framework test suit run test test suit java junit framework test suit run test suit java org eclips jdt intern junit runner remot test runner run test remot test runner jav org eclips jdt intern junit runner remot test runner run remot test runner java org eclips jdt intern junit runner remot test runner main remot test runner java java lang reflect method invok nativ method appl buckybal app launch runner run launch runner java appl buckybal app launch runner call main launch runner java appl buckybal app carbon lib app launch carbon lib app java,set locat control set error expect point assert framework assert control set control ecli swt swt widget widget framework framework intern call
33316,1,font dialog font data api font dialog open set font data method receiv font data font motif font made multipl font data font constructor font data dialog extend receiv font data import local chines japanes,font font data dialog receiv font data
33343,1,file wizard freez eclips ui rc build id creat text file file wizard file file text editor open ui frozen main menu work mous keyboard window area respond user interact anymor close eclips start creat java class work fine freez open exist text file work fine,menu mous area
33359,1,junit scrollbar test fail scrollbar unit test fail test org eclips swt widget scroll bar test set thumb line junit framework assert fail error expect test org eclips swt widget scroll bar test set select line junit framework assert fail error expect test org eclips swt widget scroll bar test set minimum line junit framework assert fail error expect test org eclips swt widget scroll bar test set maximum line junit framework assert fail error expect,widget scroll set thumb set select line error swt bar set minimum line error widget scroll bar set maximum error
33369,5,junit button fail set locat fail set imag error hang execut test,button set error
33370,1,event fire win motif rc mark linux motif problem win gener notic watch event consol control run platform drop combo motif fire mous trigger mous win select combo item select previou select motif fire select win fire modifi select thing select event fire earli emul tabl tree select tabl item motif fire select mous mous win fire mous select mous select tree item motif fire select mous mous win fire mous select mous expand tree item motif fire select mous mous win fire mous select mous collaps tree item motif fire select collaps mous win fire collaps mous select,fire rc mark motif drop motif trigger select item previou motif fire modifi select motif fire select win fire select mous item motif select mous win mous motif fire select fire select
33492,1,addit task task window slow attack code base thousand warn task window eclips add warn individu long time full rebuild project remov add warn process larg number warn ti book tabl compon mac os releas sped dramat eclips disconnect view model task ad option base experi swing compon appli swt,tabl os sped eclips disconnect view ad
33496,1,multi line text issu mous track event photon bbawt add mous track listen multi line text widget photon mous enter mous exit fire pass mous text widget event fire move mous widget expect mous enter pass mous exit mous swt qnx testcas import org eclips swt swt import org eclips swt event import org eclips swt event mous move listen import org eclips swt layout fill layout import org eclips swt widget public class test swt text area mous track public static void main string arg displai disp displai default shell shell shell disp shell set text test swt mous track listen shell set layout fill layout final button button button shell button set text push button add mous track listen mous track adapt public void mous enter mous event system println button mous enter public void mous exit mous event system println button mous exit final text text text shell swt multi text set text default text text add mous track listen mous track adapt public void mous enter mous event system println text mous enter public void mous exit mous event system println text mous exit shell set size shell open shell dispos disp read dispatch disp sleep,multi line text track event photon bbawt add track listen multi line text widget photon enter exit pass text widget event widget
33529,1,band background show text focu ring rc open plugin xml file pde editor observ band background show focu ring text field edit edit,show text focu ring observ show ring text edit
33580,1,scrollabl wm mousewheel wrong variabl horizont scroll sourc code org eclips swt widget scrollabl wm mousewheel statement determin horizont swt page swt page event call vertic posit horizont posit vertic bar null int posit vertic bar select posit posit event event event event detail posit posit swt page swt page vertic bar send event swt select event horizont bar null int posit horizont bar select posit posit event event event event detail posit posit swt page swt page horizont bar send event swt select event,scrollabl wm mousewheel wrong scroll
33590,2,rc applic modal shell style behav incorrectli observ test swt control view creat shell applic modal style focu parent shell close child,creat shell applic modal style focu shell
33713,1,jre popup menu run configur dialog reliabl rc open run dialog select java applic switch jre tab jre popup select jre observ appli button doesn enabl run press applic doesn launch select jre workaround select jre popup menu case enabl appli button,menu rc select select menu case
33776,1,resist travers listent shell tab behavior rc motif build org eclips ui intern context dialog regist travers lisent shell behavior tab kei registern kei move focu widget control travers listen regist tab move focu reach shell move widget,travers listent tab behavior motif build
33777,1,tab kei invok travers listen shell rc motif build org eclips ui intern context dialog regist travers listen shell listen call tab kei shift tab kei combin press shoud invok kei,tab travers listen shell motif
33813,1,list doesn send select event arrow kei open window prefer workbench font select item list mous arrow select entri observ descript field isn updat mous select field descript field updat,select kei select item list select observ field updat
33821,1,header nativ tabl doesn show imag thead header nativ tabl view doesn displai imag task view suppos imag column aren,nativ tabl view imag
33822,1,strang scroll nativ tabl add entri task view nativ tabl scroll complet show area column open label decor prefer tabl scroll reveal checkbox toggl decor scroll left make,open prefer tabl scroll reveal checkbox toggl
34122,1,control eclips rh combo tab swt border button access swt read button valid swt drop select disabl swt simpl select dialog tab dialog type messag box button style swt cancel swt dialog open button button style swt cancel swt dialog open button tabl tab select swt check lot flash item check,swt read button swt select swt select dialog tab dialog box button swt cancel swt dialog open button
34159,1,task column task list wide nativ tabl type complet prioriti column task list nativ tabl widget mac os wider displai icon column resiz,task list type complet nativ tabl widget os wider icon column resiz
